no,baris,word,wordTotal,n,tf,idf,tf_idf
672,986,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
673,987,untuk,271,1,0.003690037,5.883322388,0.021709677
674,988,penerima,39,1,0.025641026,5.883322388,0.15085442
675,989,vaksin,244,1,0.004098361,5.883322388,0.024111977
676,990,primer,32,1,0.03125,5.883322388,0.183853825
677,991,sinovac,115,1,0.008695652,5.883322388,0.051159325
678,992,tahun,122,1,0.008196721,5.883322388,0.048223954
679,993,ke,157,1,0.006369427,5.883322388,0.037473391
680,994,ata,31,1,0.032258065,5.883322388,0.189784593
681,995,dan,393,1,0.002544529,5.883322388,0.014970286
682,996,warga,102,1,0.009803922,5.883322388,0.057679631
683,997,ema,33,1,0.03030303,5.883322388,0.178282497
684,998,tahun,122,1,0.008196721,5.883322388,0.048223954
685,999,ke,157,1,0.006369427,5.883322388,0.037473391
686,1000,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
687,1001,serentak,71,1,0.014084507,5.883322388,0.082863696
688,1004,penyebaran,11,1,0.090909091,5.883322388,0.53484749
689,1005,virus,22,1,0.045454545,5.883322388,0.267423745
690,1006,covid,328,1,0.00304878,5.883322388,0.017936959
691,1008,ramadhan,44,1,0.022727273,5.883322388,0.133711872
692,1009,dan,393,1,0.002544529,5.883322388,0.014970286
693,1010,hari,19,1,0.052631579,5.883322388,0.309648547
694,1011,raya,13,1,0.076923077,5.883322388,0.452563261
695,1012,polr,136,1,0.007352941,5.883322388,0.043259723
696,1014,kegiatan,77,1,0.012987013,5.883322388,0.076406784
697,1015,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
698,1016,covid,328,1,0.00304878,5.883322388,0.017936959
699,1018,massal,33,1,0.03030303,5.883322388,0.178282497
700,1019,di,380,1,0.002631579,5.883322388,0.015482427
701,1020,lokasi,16,1,0.0625,5.883322388,0.367707649
702,1023,jawa,27,1,0.037037037,5.883322388,0.217900829
703,1029,polsek,75,1,0.013333333,5.883322388,0.078444299
704,1032,kel,11,1,0.090909091,5.883322388,0.53484749
705,1038,giat,23,1,0.043478261,5.883322388,0.255796626
706,1039,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
707,1040,anak,265,1,0.003773585,5.883322388,0.022201217
708,1043,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
709,1044,kodim,24,1,0.041666667,5.883322388,0.245138433
710,1046,kepada,27,1,0.037037037,5.883322388,0.217900829
711,1051,kec,15,1,0.066666667,5.883322388,0.392221493
712,1053,kab,22,1,0.045454545,5.883322388,0.267423745
713,1055,rt,464,1,0.002155172,5.883322388,0.012679574
714,1057,orang,37,1,0.027027027,5.883322388,0.159008713
715,1058,di,380,1,0.002631579,5.883322388,0.015482427
716,1059,seluruh,39,1,0.025641026,5.883322388,0.15085442
717,1060,dunia,25,1,0.04,5.883322388,0.235332896
718,1061,sudah,152,1,0.006578947,5.883322388,0.038706068
719,1063,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
720,1064,dari,59,1,0.016949153,5.883322388,0.099717329
721,1069,masih,29,1,0.034482759,5.883322388,0.202873186
722,1072,ini,94,1,0.010638298,5.883322388,0.062588536
723,1074,rt,464,1,0.002155172,5.883322388,0.012679574
724,1076,sd,11,1,0.090909091,5.883322388,0.53484749
725,1077,di,380,1,0.002631579,5.883322388,0.015482427
726,1080,kurang,24,1,0.041666667,5.883322388,0.245138433
727,1081,dari,59,1,0.016949153,5.883322388,0.099717329
728,1084,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
729,1085,rt,464,1,0.002155172,5.883322388,0.012679574
730,1086,disiplin,34,1,0.029411765,5.883322388,0.173038894
731,1087,proke,42,1,0.023809524,5.883322388,0.140079104
732,1089,dengan,123,1,0.008130081,5.883322388,0.047831889
733,1090,memakai,12,1,0.083333333,5.883322388,0.490276866
734,1092,untuk,271,1,0.003690037,5.883322388,0.021709677
735,1093,mencegah,31,1,0.032258065,5.883322388,0.189784593
736,1095,penularan,36,1,0.027777778,5.883322388,0.163425622
737,1096,serta,38,1,0.026315789,5.883322388,0.154824273
738,1097,tingkatkan,13,1,0.076923077,5.883322388,0.452563261
739,1098,imunita,26,1,0.038461538,5.883322388,0.22628163
740,1099,tubuh,25,1,0.04,5.883322388,0.235332896
741,1101,babinsa,54,1,0.018518519,5.883322388,0.108950415
742,1107,melaksanakan,78,1,0.012820513,5.883322388,0.07542721
743,1109,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
744,1110,dosi,106,1,0.009433962,5.883322388,0.055503041
745,1111,booster,719,1,0.001390821,5.883322388,0.008182646
746,1114,kepada,27,1,0.037037037,5.883322388,0.217900829
747,1116,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
748,1117,covid,328,1,0.00304878,5.883322388,0.017936959
749,1118,terbukti,18,1,0.055555556,5.883322388,0.326851244
750,1119,aman,449,1,0.002227171,5.883322388,0.013103168
751,1120,demi,53,1,0.018867925,5.883322388,0.111006083
752,1122,herd,104,1,0.009615385,5.883322388,0.056570408
753,1123,immun,99,1,0.01010101,5.883322388,0.059427499
754,1126,yang,176,1,0.005681818,5.883322388,0.033427968
755,1130,ada,46,1,0.02173913,5.883322388,0.127898313
756,1132,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
757,1135,dan,393,1,0.002544529,5.883322388,0.014970286
758,1141,kapolr,44,1,0.022727273,5.883322388,0.133711872
759,1143,timur,12,1,0.083333333,5.883322388,0.490276866
760,1144,tinjau,12,1,0.083333333,5.883322388,0.490276866
761,1145,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
762,1146,serentak,71,1,0.014084507,5.883322388,0.082863696
763,1147,rt,464,1,0.002155172,5.883322388,0.012679574
764,1148,dua,18,1,0.055555556,5.883322388,0.326851244
765,1149,juta,66,1,0.015151515,5.883322388,0.089141248
766,1150,penerima,39,1,0.025641026,5.883322388,0.15085442
767,1151,sinovac,115,1,0.008695652,5.883322388,0.051159325
768,1154,status,127,1,0.007874016,5.883322388,0.046325373
769,1155,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
770,1156,lengkap,120,1,0.008333333,5.883322388,0.049027687
771,1157,april,63,1,0.015873016,5.883322388,0.09338607
772,1158,rt,464,1,0.002155172,5.883322388,0.012679574
773,1159,penerbangan,73,1,0.01369863,5.883322388,0.080593457
774,1160,ke,157,1,0.006369427,5.883322388,0.037473391
775,1161,malaysia,125,1,0.008,5.883322388,0.047066579
776,1162,sudah,152,1,0.006578947,5.883322388,0.038706068
777,1163,dibuka,75,1,0.013333333,5.883322388,0.078444299
778,1164,tapi,77,1,0.012987013,5.883322388,0.076406784
779,1165,perlu,80,1,0.0125,5.883322388,0.07354153
780,1166,diingat,73,1,0.01369863,5.883322388,0.080593457
781,1167,bahwa,76,1,0.013157895,5.883322388,0.077412137
782,1168,vaksin,244,1,0.004098361,5.883322388,0.024111977
783,1169,indonesia,140,1,0.007142857,5.883322388,0.042023731
784,1170,awal,74,1,0.013513514,5.883322388,0.079504357
785,1171,banyak,76,1,0.013157895,5.883322388,0.077412137
786,1172,yang,176,1,0.005681818,5.883322388,0.033427968
787,1173,sinovac,115,1,0.008695652,5.883322388,0.051159325
788,1174,berikut,97,1,0.010309278,5.883322388,0.060652808
789,1175,ketentuan,72,1,0.013888889,5.883322388,0.081712811
790,1176,rt,464,1,0.002155172,5.883322388,0.012679574
791,1177,disiplin,34,1,0.029411765,5.883322388,0.173038894
792,1178,proke,42,1,0.023809524,5.883322388,0.140079104
793,1180,dengan,123,1,0.008130081,5.883322388,0.047831889
794,1181,memakai,12,1,0.083333333,5.883322388,0.490276866
795,1183,untuk,271,1,0.003690037,5.883322388,0.021709677
796,1184,mencegah,31,1,0.032258065,5.883322388,0.189784593
797,1186,penularan,36,1,0.027777778,5.883322388,0.163425622
798,1187,serta,38,1,0.026315789,5.883322388,0.154824273
799,1188,tingkatkan,13,1,0.076923077,5.883322388,0.452563261
800,1189,imunita,26,1,0.038461538,5.883322388,0.22628163
801,1190,tubuh,25,1,0.04,5.883322388,0.235332896
802,1192,babinsa,54,1,0.018518519,5.883322388,0.108950415
803,1193,koramil,47,1,0.021276596,5.883322388,0.125177072
804,1195,bersama,83,1,0.012048193,5.883322388,0.070883402
805,1196,bhabinkamtibma,31,1,0.032258065,5.883322388,0.189784593
806,1197,polsek,75,1,0.013333333,5.883322388,0.078444299
807,1199,dampingi,25,1,0.04,5.883322388,0.235332896
808,1200,pelaksanaan,47,1,0.021276596,5.883322388,0.125177072
809,1201,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
810,1203,kecamatan,21,1,0.047619048,5.883322388,0.280158209
811,1205,rt,464,1,0.002155172,5.883322388,0.012679574
812,1207,sd,11,1,0.090909091,5.883322388,0.53484749
813,1208,di,380,1,0.002631579,5.883322388,0.015482427
814,1211,kurang,24,1,0.041666667,5.883322388,0.245138433
815,1212,dari,59,1,0.016949153,5.883322388,0.099717329
816,1215,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
817,1216,rt,464,1,0.002155172,5.883322388,0.012679574
818,1218,orang,37,1,0.027027027,5.883322388,0.159008713
819,1219,di,380,1,0.002631579,5.883322388,0.015482427
820,1220,seluruh,39,1,0.025641026,5.883322388,0.15085442
821,1221,dunia,25,1,0.04,5.883322388,0.235332896
822,1222,sudah,152,1,0.006578947,5.883322388,0.038706068
823,1224,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
824,1225,dari,59,1,0.016949153,5.883322388,0.099717329
825,1230,masih,29,1,0.034482759,5.883322388,0.202873186
826,1233,ini,94,1,0.010638298,5.883322388,0.062588536
827,1235,dalam,56,1,0.017857143,5.883322388,0.105059328
828,1236,akselerasi,16,1,0.0625,5.883322388,0.367707649
829,1237,percepatan,71,1,0.014084507,5.883322388,0.082863696
830,1238,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
831,1239,covid,328,1,0.00304878,5.883322388,0.017936959
832,1240,di,380,1,0.002631579,5.883322388,0.015482427
833,1241,kota,24,1,0.041666667,5.883322388,0.245138433
834,1244,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
835,1245,serentak,71,1,0.014084507,5.883322388,0.082863696
836,1246,indonesia,140,1,0.007142857,5.883322388,0.042023731
837,1247,polr,136,1,0.007352941,5.883322388,0.043259723
838,1249,rt,464,1,0.002155172,5.883322388,0.012679574
839,1250,disiplin,34,1,0.029411765,5.883322388,0.173038894
840,1251,proke,42,1,0.023809524,5.883322388,0.140079104
841,1253,dengan,123,1,0.008130081,5.883322388,0.047831889
842,1254,memakai,12,1,0.083333333,5.883322388,0.490276866
843,1256,untuk,271,1,0.003690037,5.883322388,0.021709677
844,1257,mencegah,31,1,0.032258065,5.883322388,0.189784593
845,1259,penularan,36,1,0.027777778,5.883322388,0.163425622
846,1260,serta,38,1,0.026315789,5.883322388,0.154824273
847,1261,tingkatkan,13,1,0.076923077,5.883322388,0.452563261
848,1262,imunita,26,1,0.038461538,5.883322388,0.22628163
849,1263,tubuh,25,1,0.04,5.883322388,0.235332896
850,1265,tidak,56,1,0.017857143,5.883322388,0.105059328
851,1266,perlu,80,1,0.0125,5.883322388,0.07354153
852,1268,untuk,271,1,0.003690037,5.883322388,0.021709677
853,1269,mengikuti,31,1,0.032258065,5.883322388,0.189784593
854,1270,program,41,1,0.024390244,5.883322388,0.143495668
855,1271,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
856,1273,sudah,152,1,0.006578947,5.883322388,0.038706068
857,1274,teruji,11,1,0.090909091,5.883322388,0.53484749
858,1275,aman,449,1,0.002227171,5.883322388,0.013103168
859,1276,dan,393,1,0.002544529,5.883322388,0.014970286
860,1278,untuk,271,1,0.003690037,5.883322388,0.021709677
861,1280,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
862,1283,yang,176,1,0.005681818,5.883322388,0.033427968
863,1286,dalam,56,1,0.017857143,5.883322388,0.105059328
864,1287,upaya,11,1,0.090909091,5.883322388,0.53484749
865,1289,pandemi,29,1,0.034482759,5.883322388,0.202873186
866,1290,covid,328,1,0.00304878,5.883322388,0.017936959
867,1291,serta,38,1,0.026315789,5.883322388,0.154824273
868,1294,bagi,70,1,0.014285714,5.883322388,0.084047463
869,1295,tubuh,25,1,0.04,5.883322388,0.235332896
870,1297,sd,11,1,0.090909091,5.883322388,0.53484749
871,1298,di,380,1,0.002631579,5.883322388,0.015482427
872,1301,kurang,24,1,0.041666667,5.883322388,0.245138433
873,1302,dari,59,1,0.016949153,5.883322388,0.099717329
874,1305,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
875,1306,rt,464,1,0.002155172,5.883322388,0.012679574
876,1307,infografik,19,1,0.052631579,5.883322388,0.309648547
877,1308,berikut,97,1,0.010309278,5.883322388,0.060652808
878,1309,merupakan,17,1,0.058823529,5.883322388,0.346077788
879,1310,cara,19,1,0.052631579,5.883322388,0.309648547
880,1311,mudah,16,1,0.0625,5.883322388,0.367707649
881,1312,untuk,271,1,0.003690037,5.883322388,0.021709677
882,1313,memadam,16,1,0.0625,5.883322388,0.367707649
883,1314,cach,16,1,0.0625,5.883322388,0.367707649
884,1315,dalam,56,1,0.017857143,5.883322388,0.105059328
885,1316,aplikasi,18,1,0.055555556,5.883322388,0.326851244
886,1317,mysejahtera,17,1,0.058823529,5.883322388,0.346077788
887,1318,dengan,123,1,0.008130081,5.883322388,0.047831889
888,1319,betul,15,1,0.066666667,5.883322388,0.392221493
889,1320,bagi,70,1,0.014285714,5.883322388,0.084047463
890,1321,mendapa,16,1,0.0625,5.883322388,0.367707649
891,1322,ajak,19,1,0.052631579,5.883322388,0.309648547
892,1323,masyarakat,125,1,0.008,5.883322388,0.047066579
893,1324,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
894,1325,polr,136,1,0.007352941,5.883322388,0.043259723
895,1331,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
896,1333,di,380,1,0.002631579,5.883322388,0.015482427
897,1334,polr,136,1,0.007352941,5.883322388,0.043259723
898,1336,berhadiah,14,1,0.071428571,5.883322388,0.420237313
899,1339,kapolr,44,1,0.022727273,5.883322388,0.133711872
900,1343,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
901,1346,ikuti,19,1,0.052631579,5.883322388,0.309648547
902,1347,zoom,35,1,0.028571429,5.883322388,0.168094925
903,1348,meet,33,1,0.03030303,5.883322388,0.178282497
904,1349,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
905,1350,serentak,71,1,0.014084507,5.883322388,0.082863696
906,1352,kabaintelkam,13,1,0.076923077,5.883322388,0.452563261
907,1353,polri,43,1,0.023255814,5.883322388,0.136821451
908,1354,rt,464,1,0.002155172,5.883322388,0.012679574
909,1355,sejumlah,14,1,0.071428571,5.883322388,0.420237313
910,1356,lokasi,16,1,0.0625,5.883322388,0.367707649
911,1357,di,380,1,0.002631579,5.883322388,0.015482427
912,1358,dki,16,1,0.0625,5.883322388,0.367707649
913,1360,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
914,1361,covid,328,1,0.00304878,5.883322388,0.017936959
915,1362,booster,719,1,0.001390821,5.883322388,0.008182646
916,1363,berhadiah,14,1,0.071428571,5.883322388,0.420237313
917,1364,minyak,19,1,0.052631579,5.883322388,0.309648547
918,1365,goreng,18,1,0.055555556,5.883322388,0.326851244
919,1372,orang,37,1,0.027027027,5.883322388,0.159008713
920,1373,di,380,1,0.002631579,5.883322388,0.015482427
921,1374,seluruh,39,1,0.025641026,5.883322388,0.15085442
922,1375,dunia,25,1,0.04,5.883322388,0.235332896
923,1376,sudah,152,1,0.006578947,5.883322388,0.038706068
924,1378,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
925,1379,dari,59,1,0.016949153,5.883322388,0.099717329
926,1384,masih,29,1,0.034482759,5.883322388,0.202873186
927,1387,ini,94,1,0.010638298,5.883322388,0.062588536
928,1392,bersama,83,1,0.012048193,5.883322388,0.070883402
929,1393,pt,13,1,0.076923077,5.883322388,0.452563261
930,1395,dan,393,1,0.002544529,5.883322388,0.014970286
931,1396,polda,28,1,0.035714286,5.883322388,0.210118657
932,1398,gelar,25,1,0.04,5.883322388,0.235332896
933,1399,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
934,1400,dosi,106,1,0.009433962,5.883322388,0.055503041
935,1403,warga,102,1,0.009803922,5.883322388,0.057679631
936,1405,mudik,561,1,0.001782531,5.883322388,0.010487206
937,1406,lebaran,77,1,0.012987013,5.883322388,0.076406784
938,1409,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
939,1410,booster,719,1,0.001390821,5.883322388,0.008182646
940,1411,jadi,79,1,0.012658228,5.883322388,0.074472435
941,1412,syarat,73,1,0.01369863,5.883322388,0.080593457
942,1415,mudik,561,1,0.001782531,5.883322388,0.010487206
943,1416,lebaran,77,1,0.012987013,5.883322388,0.076406784
944,1419,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
945,1420,booster,719,1,0.001390821,5.883322388,0.008182646
946,1421,jadi,79,1,0.012658228,5.883322388,0.074472435
947,1422,syarat,73,1,0.01369863,5.883322388,0.080593457
948,1424,rt,464,1,0.002155172,5.883322388,0.012679574
949,1425,ada,46,1,0.02173913,5.883322388,0.127898313
950,1427,baik,22,1,0.045454545,5.883322388,0.267423745
951,1428,nih,13,1,0.076923077,5.883322388,0.452563261
952,1432,kembali,20,1,0.05,5.883322388,0.294166119
953,1434,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
954,1435,booster,719,1,0.001390821,5.883322388,0.008182646
955,1436,nih,13,1,0.076923077,5.883322388,0.452563261
956,1437,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
957,1439,pada,38,1,0.026315789,5.883322388,0.154824273
958,1441,dan,393,1,0.002544529,5.883322388,0.014970286
959,1443,updat,25,1,0.04,5.883322388,0.235332896
960,1444,situasi,16,1,0.0625,5.883322388,0.367707649
961,1445,kasus,21,1,0.047619048,5.883322388,0.280158209
962,1446,covid,328,1,0.00304878,5.883322388,0.017936959
963,1447,dan,393,1,0.002544529,5.883322388,0.014970286
964,1448,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
965,1449,covid,328,1,0.00304878,5.883322388,0.017936959
966,1450,kab,22,1,0.045454545,5.883322388,0.267423745
967,1452,maret,23,1,0.043478261,5.883322388,0.255796626
968,1455,dan,393,1,0.002544529,5.883322388,0.014970286
969,1457,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
970,1460,pt,13,1,0.076923077,5.883322388,0.452563261
971,1462,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
972,1463,covid,328,1,0.00304878,5.883322388,0.017936959
973,1464,dosi,106,1,0.009433962,5.883322388,0.055503041
974,1465,lengkap,120,1,0.008333333,5.883322388,0.049027687
975,1466,sudah,152,1,0.006578947,5.883322388,0.038706068
976,1467,mencapai,20,1,0.05,5.883322388,0.294166119
977,1468,juta,66,1,0.015151515,5.883322388,0.089141248
978,1469,suntikan,11,1,0.090909091,5.883322388,0.53484749
979,1474,satga,33,1,0.03030303,5.883322388,0.178282497
980,1476,covid,328,1,0.00304878,5.883322388,0.017936959
981,1483,vak,25,1,0.04,5.883322388,0.235332896
982,1491,akan,58,1,0.017241379,5.883322388,0.101436593
983,1492,terus,85,1,0.011764706,5.883322388,0.069215558
984,1493,meningkatkan,32,1,0.03125,5.883322388,0.183853825
985,1494,akselerasi,16,1,0.0625,5.883322388,0.367707649
986,1495,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
987,1496,di,380,1,0.002631579,5.883322388,0.015482427
988,1498,sejumlah,14,1,0.071428571,5.883322388,0.420237313
989,1499,lokasi,16,1,0.0625,5.883322388,0.367707649
990,1500,di,380,1,0.002631579,5.883322388,0.015482427
991,1501,dki,16,1,0.0625,5.883322388,0.367707649
992,1503,vaksinasi,1361,1,0.000734754,5.883322388,0.004322794
993,1504,covid,328,1,0.00304878,5.883322388,0.017936959
994,1505,booster,719,1,0.001390821,5.883322388,0.008182646
995,1506,berhadiah,14,1,0.071428571,5.883322388,0.420237313
996,1507,minyak,19,1,0.052631579,5.883322388,0.309648547
997,1508,goreng,18,1,0.055555556,5.883322388,0.326851244
998,1516,yang,176,1,0.005681818,5.883322388,0.033427968
999,1519,pada,38,1,0.026315789,5.883322388,0.154824273
1000,1521,hari,19,1,0.052631579,5.883322388,0.309648547
